Kod stacji,Nazwa stacji,Rok,Miesiac,Dzien,Godzina,Temperatura powietrza,Status pomiaru TEMP,Temperatura termometru zwilzonego,Status pomiaru TTZW,Wskaznik lodu [L/W],Wskaznik wentylacji [W/N],Wilgotnosc wzgledna,Status pomiaru WLGW,Kod kierunku wiatru [kod],Status pomiaru DKDK,Predkosc wiatru [m/s],Status pomiaru FWR,Zachmurzenie ogolne,Status pomiaru ZOGK,Widzialnosc [kod],Status pomiaru WID
250190390,KRAKÓW-OBSERWATORIUM,2015,1,1,6,-0.8,,-1.4,,L,W,88,,  W,,5,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,1,12,1.1,,0.8,,W,W,95,,  W,,3,,8,,3,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,1,18,1.6,,0.6,,W,W,83,,  W,,2,,1,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,2,6,-0.3,,-0.9,,L,W,89,, SW,,1,,7,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,2,12,8.1,,4.4,,W,W,54,,WNW,,3,,7,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,2,18,4.5,,3.3,,W,W,82,,  W,,5,,7,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,3,6,3.9,,1.5,,W,W,64,,WNW,,6,,6,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,3,12,4.8,,1.8,,W,W,57,,  W,,6,,7,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,3,18,3.2,,0.5,,W,W,59,,WNW,,4,,7,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,4,6,1.4,,0.6,,W,W,86,,  W,,3,,7,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,4,12,2.8,,0.8,,W,W,69,, NW,,5,,3,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,4,18,0.7,,-0.6,,L,W,78,,WNW,,4,,6,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,5,6,-0.2,,-1.4,,L,W,78,,  W,,4,,3,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,5,12,0.2,,0.0,,W,W,96,,  W,,2,,7,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,5,18,-0.3,,-1.5,,L,W,78,,  W,,2,,7,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,6,6,-2.1,,-3.8,,L,W,65,,  N,,2,,2,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,6,12,-2.5,,-4.6,,L,W,57,,NNW,,2,,1,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,6,18,-6.6,,-7.5,,L,W,72,,ENE,,1,,0,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,7,6,-10.6,,-10.8,,L,W,84,,  E,,2,,5,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,7,12,-5.6,,-7.3,,L,W,56,,  E,,1,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,7,18,-5.1,,-6.6,,L,W,62,,  C,,0,,7,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,8,6,-2.4,,-2.9,,L,W,88,,  W,,1,,7,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,8,12,2.6,,0.3,,W,W,64,,  S,,1,,7,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,8,18,2.6,,0.3,,W,W,64,, SW,,2,,8,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,9,6,4.0,,2.6,,W,W,79,,WNW,,4,,8,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,9,12,6.3,,3.3,,W,W,60,,WSW,,3,,8,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,9,18,7.1,,4.8,,W,W,70,,  W,,6,,8,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,10,6,5.6,,4.2,,W,W,80,,  W,,4,,8,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,10,12,6.7,,6.4,,W,W,96,,  W,,1,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,10,18,13.3,,9.7,,W,W,63,,  W,,6,,5,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,11,6,2.4,,0.2,,W,W,65,,WSW,,2,,4,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,11,12,4.5,,1.0,,W,W,50,,  W,,5,,7,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,11,18,3.4,,0.6,,W,W,58,,  W,,5,,7,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,12,6,2.1,,1.2,,W,W,85,,  W,,3,,7,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,12,12,5.1,,3.1,,W,W,71,,  W,,5,,7,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,12,18,5.1,,3.0,,W,W,70,,WSW,,2,,7,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,13,6,5.4,,2.8,,W,W,64,,WSW,,1,,6,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,13,12,11.3,,5.7,,W,W,40,,  W,,3,,1,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,13,18,4.0,,0.6,,W,W,50,,ENE,,1,,0,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,14,6,0.4,,-0.8,,W,W,79,,  C,,0,,6,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,14,12,10.2,,5.8,,W,W,50,,  W,,3,,7,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,14,18,7.1,,4.0,,W,W,60,,  W,,2,,8,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,15,6,3.2,,1.6,,W,W,75,,  W,,3,,6,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,15,12,6.1,,2.1,,W,W,47,,SSW,,1,,5,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,15,18,2.6,,0.6,,W,W,68,,ESE,,1,,6,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,16,6,0.3,,-0.3,,W,W,89,, NE,,1,,3,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,16,12,11.4,,6.7,,W,W,49,,  C,,0,,1,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,16,18,7.5,,5.3,,W,W,71,,ESE,,2,,6,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,17,6,1.2,,0.8,,W,W,93,,NNW,,1,,6,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,17,12,13.9,,8.1,,W,W,43,,  W,,3,,6,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,17,18,7.1,,5.1,,W,W,74,,NNE,,1,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,18,6,1.9,,1.4,,W,W,92,,  W,,1,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,18,12,2.4,,1.9,,W,W,92,,  C,,0,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,18,18,2.6,,1.9,,W,W,89,,ENE,,1,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,19,6,2.3,,1.6,,W,W,89,,ESE,,2,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,19,12,2.8,,2.1,,W,W,89,,  E,,3,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,19,18,2.4,,2.1,,W,W,95,,  E,,2,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,20,6,2.0,,1.7,,W,W,95,,  S,,1,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,20,12,3.1,,2.2,,W,W,86,, SE,,1,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,20,18,3.0,,2.2,,W,W,87,,ENE,,2,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,21,6,2.0,,1.6,,W,W,93,,  C,,0,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,21,12,6.2,,4.1,,W,W,71,,  E,,1,,7,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,21,18,4.7,,3.6,,W,W,84,,ESE,,2,,7,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,22,6,2.4,,2.1,,W,W,95,,  E,,3,,8,,3,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,22,12,3.0,,2.6,,W,W,94,,ENE,,2,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,22,18,3.0,,2.6,,W,W,94,,  E,,1,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,23,6,2.4,,2.1,,W,W,95,,ENE,,1,,7,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,23,12,3.3,,2.3,,W,W,84,, NE,,2,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,23,18,1.5,,0.9,,W,W,90,,NNE,,2,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,24,6,0.3,,-0.2,,W,W,91,,NNE,,2,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,24,12,0.5,,-0.1,,W,W,89,, NE,,2,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,24,18,0.3,,-0.1,,W,W,93,,  N,,1,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,25,6,-1.1,,-1.6,,L,W,90,,  W,,2,,8,,4,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,25,12,-0.9,,-1.5,,L,W,88,,  W,,3,,8,,4,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,25,18,-1.2,,-1.6,,L,W,91,,  W,,2,,8,,4,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,26,6,0.0,,-0.4,,L,W,93,,  W,,1,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,26,12,1.0,,0.0,,W,W,83,,WSW,,1,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,26,18,0.0,,-0.7,,W,W,87,,WNW,,1,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,27,6,-5.8,,-5.9,,L,W,92,,  C,,0,,7,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,27,12,1.2,,-0.1,,W,W,78,,WNW,,1,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,27,18,1.2,,0.6,,W,W,90,,  W,,2,,7,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,28,6,1.2,,0.1,,W,W,81,,  W,,3,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,28,12,1.8,,0.6,,W,W,80,,  W,,3,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,28,18,1.4,,0.1,,W,W,78,, SW,,1,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,29,6,2.1,,-0.5,,W,W,58,,WSW,,1,,8,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,29,12,2.6,,0.7,,W,W,70,,  W,,2,,8,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,29,18,-0.8,,-2.0,,W,W,78,,  C,,0,,5,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,30,6,0.8,,-1.0,,W,W,69,,ENE,,1,,7,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,30,12,6.2,,2.9,,W,W,56,,ESE,,3,,7,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,30,18,2.9,,1.7,,W,W,81,,ESE,,1,,7,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,31,6,-0.2,,-0.7,,L,W,91,,  W,,2,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,31,12,0.4,,-1.1,,L,W,74,,  W,,2,,6,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,1,31,18,-0.5,,-2.2,,L,W,69,, SW,,1,,6,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,1,6,-3.5,,-3.9,,L,W,88,,  C,,0,,1,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,1,12,4.6,,1.2,,W,W,51,,  W,,2,,6,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,1,18,-0.8,,-1.8,,W,W,81,,  W,,1,,6,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,2,6,-3.1,,-3.4,,L,W,91,,NNW,,1,,6,,4,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,2,12,0.8,,-0.2,,W,W,83,,  S,,1,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,2,18,-0.7,,-1.3,,L,W,88,,  W,,1,,6,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,3,6,-4.4,,-4.6,,L,W,91,, NW,,1,,2,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,3,12,2.8,,0.0,,W,W,56,,  W,,3,,2,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,3,18,0.2,,-2.0,,W,W,61,,  W,,1,,4,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,4,6,-3.3,,-4.1,,L,W,80,,  C,,0,,6,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,4,12,1.5,,-0.6,,W,W,65,, NE,,1,,6,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,4,18,0.2,,-1.1,,W,W,77,, NE,,1,,7,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,5,6,-1.9,,-3.4,,L,W,70,, NE,,1,,7,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,5,12,-1.6,,-2.5,,L,W,81,,ENE,,1,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,5,18,-1.3,,-2.1,,L,W,84,, NE,,2,,4,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,6,6,-2.4,,-3.3,,L,W,80,,  E,,4,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,6,12,-1.4,,-2.9,,L,W,71,,ENE,,4,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,6,18,-1.8,,-3.3,,L,W,70,,ENE,,3,,8,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,7,6,-3.6,,-4.8,,L,W,72,,WNW,,2,,1,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,7,12,0.3,,-2.0,,L,W,61,,  W,,4,,0,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,7,18,-1.0,,-3.0,,L,W,63,,  W,,3,,3,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,8,6,-0.1,,-0.4,,W,W,94,,  W,,3,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,8,12,-0.2,,-2.0,,L,W,68,,  N,,3,,6,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,8,18,-2.6,,-4.0,,L,W,70,,WNW,,3,,2,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,9,6,-3.7,,-4.4,,L,W,82,,WSW,,2,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,9,12,-0.9,,-1.6,,L,W,86,,  W,,4,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,9,18,0.4,,0.0,,W,W,93,,  W,,2,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,10,6,1.1,,0.9,,W,W,97,,  W,,1,,8,,4,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,10,12,2.0,,1.7,,W,W,95,,WSW,,2,,8,,4,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,10,18,2.1,,1.8,,W,W,95,,  W,,1,,8,,4,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,11,6,2.0,,1.6,,W,W,93,,  W,,2,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,11,12,2.6,,1.8,,W,W,87,,  W,,2,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,11,18,1.8,,1.2,,W,W,90,, NW,,1,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,12,6,1.6,,0.9,,W,W,88,,  E,,1,,7,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,12,12,8.1,,4.5,,W,W,55,, SW,,1,,1,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,12,18,4.3,,2.4,,W,W,72,,WSW,,1,,5,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,13,6,-3.5,,-3.6,,L,W,95,,  C,,0,,1,,1,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,13,12,8.0,,3.8,,W,W,48,,  E,,1,,0,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,13,18,2.2,,1.3,,W,W,85,,  E,,1,,0,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,14,6,-3.1,,-3.4,,L,W,91,,  C,,0,,0,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,14,12,8.3,,4.1,,W,W,49,,ENE,,2,,0,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,14,18,2.5,,1.1,,W,W,77,,  N,,1,,0,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,15,6,-3.1,,-3.4,,L,W,91,,  C,,0,,0,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,15,12,8.3,,4.5,,W,W,53,,  E,,2,,0,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,15,18,3.8,,1.8,,W,W,70,,  E,,5,,0,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,16,6,-1.3,,-2.3,,W,W,81,,  E,,4,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,16,12,-0.4,,-1.8,,L,W,75,,  E,,4,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,16,18,-0.8,,-2.6,,L,W,67,,  E,,4,,2,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,17,6,-4.5,,-5.9,,L,W,66,,  E,,3,,0,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,17,12,4.5,,-0.2,,W,W,34,,  E,,3,,0,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,17,18,1.7,,-1.8,,W,W,43,,ENE,,1,,0,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,18,6,-4.4,,-5.0,,L,W,83,,  W,,1,,2,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,18,12,2.4,,0.1,,W,W,63,,  W,,1,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,18,18,1.8,,-0.2,,W,W,67,,  W,,3,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,19,6,-1.6,,-2.6,,L,W,80,,WSW,,2,,6,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,19,12,4.1,,1.5,,W,W,62,,  W,,2,,7,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,19,18,2.8,,1.0,,W,W,72,,  W,,1,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,20,6,0.4,,-0.5,,W,W,84,,  C,,0,,5,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,20,12,11.2,,4.8,,W,W,32,,WSW,,3,,0,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,20,18,4.3,,1.5,,W,W,59,,  W,,1,,0,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,21,6,-1.2,,-2.1,,W,W,83,, NE,,1,,7,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,21,12,8.2,,3.0,,W,W,37,,  E,,2,,3,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,21,18,4.9,,1.2,,W,W,48,,  C,,0,,0,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,22,6,-1.7,,-2.2,,W,W,90,,  C,,0,,3,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,22,12,11.1,,5.7,,W,W,41,,  E,,3,,6,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,22,18,7.5,,4.5,,W,W,62,, NE,,1,,8,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,23,6,2.6,,1.6,,W,W,84,,  N,,1,,7,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,23,12,9.6,,6.0,,W,W,58,,  E,,3,,7,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,23,18,8.7,,5.7,,W,W,63,,  S,,2,,6,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,24,6,5.2,,4.3,,W,W,87,,  C,,0,,6,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,24,12,9.7,,6.1,,W,W,58,,  N,,2,,7,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,24,18,6.7,,5.4,,W,W,82,,NNE,,2,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,25,6,4.4,,3.7,,W,W,90,,NNW,,1,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,25,12,4.9,,4.1,,W,W,88,,NNW,,1,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,25,18,4.1,,3.6,,W,W,92,,NNW,,1,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,26,6,3.9,,3.5,,W,W,94,, NE,,1,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,26,12,4.0,,3.6,,W,W,94,,  S,,1,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,26,18,3.9,,3.6,,W,W,95,,  C,,0,,8,,4,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,27,6,4.0,,3.7,,W,W,95,,  E,,2,,8,,3,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,27,12,7.2,,5.4,,W,W,76,,  E,,1,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,27,18,6.2,,5.1,,W,W,85,,NNE,,1,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,28,6,5.1,,4.3,,W,W,88,,  W,,1,,8,,4,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,28,12,7.7,,5.5,,W,W,72,,  C,,0,,8,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,2,28,18,5.9,,4.7,,W,W,83,,  C,,0,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,1,6,3.6,,3.0,,W,W,91,,  E,,1,,8,,4,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,1,12,8.5,,6.0,,W,W,69,, SE,,1,,5,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,1,18,8.4,,4.3,,W,W,50,,SSW,,1,,7,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,2,6,2.1,,1.7,,W,W,93,, NE,,1,,6,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,2,12,7.2,,6.5,,W,W,91,,NNW,,1,,8,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,2,18,3.9,,3.3,,W,W,91,,  W,,1,,6,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,3,6,1.2,,0.8,,W,W,93,,  W,,5,,8,,4,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,3,12,5.0,,2.4,,W,W,63,,WNW,,6,,7,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,3,18,4.1,,1.0,,W,W,55,,  W,,2,,6,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,4,6,4.9,,1.2,,W,W,48,,  W,,4,,7,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,4,12,5.1,,2.6,,W,W,65,, NW,,4,,3,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,4,18,2.5,,0.6,,W,W,70,,  W,,1,,1,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,5,6,-0.6,,-1.4,,W,W,85,,  W,,1,,2,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,5,12,5.9,,2.6,,W,W,55,,  W,,2,,4,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,5,18,3.2,,1.6,,W,W,75,,WNW,,2,,7,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,6,6,0.7,,-0.3,,W,W,82,,  N,,1,,7,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,6,12,3.6,,1.0,,W,W,61,,  W,,2,,7,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,6,18,1.9,,-0.2,,W,W,66,,WSW,,1,,5,,7,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,7,6,0.2,,-1.2,,W,W,75,,  W,,1,,7,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,7,12,9.1,,5.1,,W,W,52,,WSW,,1,,5,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,7,18,4.7,,2.4,,W,W,67,,  S,,1,,0,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,8,6,0.4,,-0.2,,W,W,89,,  C,,0,,2,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,8,12,13.7,,5.5,,W,W,22,,  W,,1,,2,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,8,18,7.7,,3.0,,W,W,42,, SW,,1,,0,,9,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,9,6,-0.6,,-1.4,,W,W,85,,SSW,,1,,1,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,9,12,13.7,,5.5,,W,W,22,, SW,,1,,1,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,9,18,7.9,,2.9,,W,W,39,,  W,,1,,0,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,10,6,-1.2,,-1.8,,W,W,88,,  W,,1,,4,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,10,12,13.6,,5.8,,W,W,25,,SSE,,2,,1,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,10,18,7.7,,3.3,,W,W,45,,  W,,1,,0,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,11,6,1.4,,0.4,,W,W,83,,  W,,2,,4,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,11,12,5.5,,4.4,,W,W,84,,NNW,,2,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,11,18,5.1,,4.3,,W,W,88,,  N,,1,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,12,6,3.2,,1.8,,W,W,78,, NW,,2,,8,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,12,12,6.6,,3.6,,W,W,60,,NNW,,3,,7,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,12,18,6.5,,3.7,,W,W,63,,  N,,3,,8,,8,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,13,6,2.9,,2.6,,W,W,95,,  N,,1,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,13,12,3.4,,2.9,,W,W,92,,NNE,,2,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,13,18,2.4,,2.0,,W,W,93,, NE,,2,,8,,6,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,14,6,2.0,,1.6,,W,W,93,, NE,,1,,8,,5,
250190390,KRAKÓW-OBSERWATORIUM,2015,3,14,12,4.5,,3.6,,W,W,87,,  E,,2,,8,,6,
